5
9
18
23
32
37
51
57
67
73
87
93
103
109
128
135
146
153
168
175
186
193
212
219
230
237
252
259
270
277
301
309
321
329
345
353
365
373
393
401
413
421
437
445
457
465
489
497
509
517
533
541
553
561
581
589
601
609
625
633
645
653
682
691
704
713
730
739
752
761
782
791
804
813
830
839
852
861
886
895
908
917
934
943
956
965
986
995
1008
1017
1034
1043
1056
1065
1094
1103
1116
1125
1142
1151
